study name,sub-group,timepoint,Data format,OR,Lower Limit  ,Upper Limit  ,"Event 
delirium group",Delirium group total (N),"Event 
no-delirium group",Non-delirium group total (N),"95% confidence 
interval",Log OR,SE,"Delirium 
mean","Delirium
(SD)","Delirium 
Sample size","No-delirium 
mean","No-delirium
(SD)","No-delirium 
Sample size",Effect direction,"Independent 
group t-value","Independent 
group p-value",difference in means,Lower limit,upper limit,Tail,Hedges's g,Std Err,Variance
Koster 2012,Subjective Cognitive impairment (CFQ),6 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,40,,,223,Negative,,,5.7,1.3,10.2,,-0.431843047,0.172248301,2.97E-02
Fick 2013,Functional change (Change in Katz impaired ADLs from admission to follow-up),1 month,"Independent groups (means, SD's)",,,,,,,,,,,0.19,1.724645,44,0.4,1.656955,95,Positive,,,,,,,0.124425927,0.181509016,3.29E-02
Fick 2013,Functional change (Change in Lawton IADLs from admission to follow-up),1 month,"Independent groups (means, SD's)",,,,,,,,,,,0.51,3.382957,44,0.15,1.949359,95,Positive,,,,,,,0.143794228,0.181560485,3.30E-02
Giroux 2021,Functional change,2 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,69,,,310,Negative,,,-1.36,-2.33,-0.39,,-0.366235581,0.133510433,1.78E-02
Jankowski 2011,Functional change (ADL Change between preoperative and follow-up),3 month,"Independent groups (means, SD's)",,,,,,,,,,,0.1,0.7,37,0.2,0.5,33,Negative,,,,,,,-0.161050082,0.23717725,5.63E-02
Jankowski 2011,Functional change (IADL Change between preoperative and follow-up),3 month,"Independent groups (means, SD's)",,,,,,,,,,,-0.2,1.5,37,-0.3,2.1,33,Positive,,,,,,,5.47E-02,0.236831519,5.61E-02
Katz 2001,Functional change,2 month,"Independent groups (Sample size, t)",,,,,,,,,,,,,12,,,35,Negative,-3.38,,,,,,-1.111733317,0.348329746,0.121333612
Neufeld 2015,Functional change (Change in ADLs baseline to 18-month follow-up),18 month,"Independent groups (means, SD's)",,,,,,,,,,,0,1.00E-15,36,0,1.00E-15,45,Auto,,,,,,,0,0.221477209,4.91E-02
Neufeld 2015,Functional change (Change in IADLs baseline to 18-month follow-up),18 month,"Independent groups (means, SD's)",,,,,,,,,,,0,1.00E-15,36,0,1.00E-15,45,Auto,,,,,,,0,0.221477209,4.91E-02
Shi 2019,Functional change (1 month SAVR change from the baseline),1 month,"Independent groups (means, SD's)",,,,,,,,,,,-4.4,4.016216866,34,-3.2,4.074850871,35,Negative,,,,,,,-0.293251134,0.239396494,5.73E-02
Shi 2019,Functional change (12 month SAVR change from the baseline),12 month,"Independent groups (means, SD's)",,,,,,,,,,,0.6,3.421221775,34,0.1,3.319072646,32,Positive,,,,,,,0.146529845,0.243732403,5.94E-02
Shi 2019,Functional change (3 month SAVR change from the baseline),3 month,"Independent groups (means, SD's)",,,,,,,,,,,-1.1,3.030457634,32,-0.9,3.030457634,32,Negative,,,,,,,-0.065195054,0.247030783,6.10E-02
Shi 2019,Functional change (6 month SAVR change from the baseline),6 month,"Independent groups (means, SD's)",,,,,,,,,,,0,3.018408053,35,0.01,2.794502844,30,Negative,,,,,,,-3.39E-03,0.24583307,6.04E-02
Shi 2019,Functional change (9 month SAVR change from the baseline),9 month,"Independent groups (means, SD's)",,,,,,,,,,,0.3,2.974975457,34,0.01,2.886150127,32,Positive,,,,,,,9.77E-02,0.243547101,5.93E-02
Shi 2019,Functional change (TAVR change from the baseline 12 month),12 month,"Independent groups (means, SD's)",,,,,,,,,,,-2.3,4.107063632,20,-0.5,4.252100321,63,Negative,,,,,,,-0.422726159,0.256381633,6.57E-02
Shi 2019,Functional change (TAVR change from the baseline 1month),1 month,"Independent groups (means, SD's)",,,,,,,,,,,-3.6,3.644657418,28,-0.7,3.581618117,77,Negative,,,,,,,-0.800064554,0.225922634,5.10E-02
Shi 2019,Functional change (TAVR change from the baseline 3 month),3 month,"Independent groups (means, SD's)",,,,,,,,,,,-2.7,4.03730715,23,0.1,4.112763931,72,Negative,,,,,,,-0.678225081,0.242619303,5.89E-02
Shi 2019,Functional change (TAVR change from the baseline 6 month),6 month,"Independent groups (means, SD's)",,,,,,,,,,,-2,3.740878118,21,-0.5,3.730425798,66,Negative,,,,,,,-0.398277619,0.250152221,6.26E-02
Shi 2019,Functional change (TAVR change from the baseline 9 month),9 month,"Independent groups (means, SD's)",,,,,,,,,,,-2.8,3.891874057,19,-0.3,3.847138386,63,Negative,,,,,,,-0.642035018,0.264075056,6.97E-02
Shi 2019_2,Functional change (ADL) follow up - baseline,36 month,"Independent groups (means, SD's)",,,,,,,,,,,16,11.12,20,9,11.12,68,Negative,,,,,,,-0.623990603,0.256498047,6.58E-02
Cirbus 2019,Functional decline (ADL drug etiology) ,6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,68,,,91,Negative,,0.3635,,,,,-0.145389505,0.159737502,2.55E-02
Cirbus 2019,Functional decline (ADL infection etiology)  ,6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,68,,,91,Negative,,0.4314,,,,,-0.125841751,0.159685305,2.55E-02
Cirbus 2019,Functional decline (ADL other etiology) ,6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,68,,,91,Negative,,0.4354,,,,,-0.124749827,0.159682611,2.55E-02
Isaia 2009,Functional change(loss of more ADL functions),6 month,"Independent groups (means, SD's)",,,,,,,,,,,2.8,2.2,14,0.7,0.6,130,Negative,,,,,,,-2.380292133,0.312983578,9.80E-02
Ojagbemi 2020,Functional change(ADL decline),3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,29,,,121,Negative,,-2.8,-5.5,-0.2,,,-0.429506568,0.207193775,4.29E-02
Sánchez-Lozano 2023,Functional performance  (IADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,4.3545,5.3687,43,4.4262,3.698,38,Negative,,,,,,,-1.52E-02,0.220529616,4.86E-02
Miu 2013,Functional performance  (ADL),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,86,,,228,Negative,,0.0001,,,,2,-0.497578486,0.12779341,0.016331156
Miu 2013,Functional performance  (ADL),6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,86,,,228,Negative,,0.0001,,,,2,-0.497578486,0.12779341,0.016331156
Miu 2013,Functional performance  (mRs),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,86,,,228,Negative,,0.0001,,,,2,-0.497578486,0.12779341,0.016331156
Miu 2013,Functional performance  (mRsL),6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,86,,,228,Negative,,0.0001,,,,2,-0.497578486,0.12779341,0.016331156
Zipprich 2020,Functional performance  (disabled (require special care)),6 month,"Independent groups (means, SD's)",,,,,,,,,,,35,35,64,64,34,527,Negative,,,,,,,-0.849148311,0.134491435,1.81E-02
Zakriya 2004,Functional performance  (Best grip strength) ,1.5 month,"Independent groups (means, SD's)",,,,,,,,,,,20,10,19,24,9,63,Negative,,,,,,,-0.429087168,0.261428428,0.068344823
Zakriya 2004,Functional performance  (Best grip strength) ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,28,8,15,24,9,61,Positive,,,,,,,0.448927587,0.28758518,8.27E-02
Witlox 2013,Functional performance  (ADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,16.4617,5.9437,22,18.9285,1.7255,26,Negative,,,,,,,-0.575978124,0.290934746,0.084643026
Witlox 2013,Functional performance  (IADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,19.9,6.4,22,16.2,6.4,26,Negative,,,,,,,-0.568647541,0.290784495,0.084555623
Whittamore 2014,Functional performance  (ADL),6 month,"Independent groups (means, SD's)",,,,,,,,,,,6.9394,6.8514,55,13.2955,7.54,86,Negative,,,,,,,-0.868344186,0.179338129,3.22E-02
Weng 2019,Functional performance  (ADL) ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,50.9,30.3,85,72,27.8,64,Negative,,,,,,,-0.717564444,0.169818451,2.88E-02
Weng 2019,Functional performance  (ADL) ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,51.6,29.3,85,74.8,27,64,Negative,,,,,,,-0.81452891,0.171279962,0.029336825
Weng 2019,Functional performance  (ADL) ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,52.4,29.1,85,77.6,25.4,64,Negative,,,,,,,-0.909195958,0.172871076,2.99E-02
Wang 2021,Functional performance  (ADL),24 month,"Independent groups (means, SD's)",,,,,,,,,,,98.6,1.4,17,96,2,35,Negative,,,,,,,-1.399701769,0.321897377,0.103617922
Vives-Borrás 2019,Functional performance  (ADL),6 month,"Independent groups (means, SD's)",,,,,,,,,,,77.5655,34.7051,37,91.496,14.8702,490,Negative,,,,,,,-0.818906969,0.172107708,0.029621063
Vives-Borrás 2019,Functional performance  (IADL),6 month,"Independent groups (means, SD's)",,,,,,,,,,,2.1447,3.0849,37,5,2.974,490,Negative,,,,,,,-0.956227773,0.17277829,2.99E-02
Verloo 2016,Functional performance  (IADL ),0.067 month,"Independent groups (means, SD's)",,,,,,,,,,,23.7,6,20,20.59,5.6,94,Negative,,,,,,,-0.544834557,0.247242882,6.11E-02
VandenBoogaard 2012,Functional performance (Fatigue),18 month,"Independent groups (means, SD's)",,,,,,,,,,,32.7023,16.4484,171,28,16.3406,744,Negative,,,,,,,-0.287177728,8.50E-02,7.23E-03
Svenningsen 2014,Functional performance  (Healthcare dependency (Barthel Index),2 month,"Independent groups (means, SD's)",,,,,,,,,,,92.21,16.63,148,93.53,13.37,131,Negative,,,,,,,-0.08667845,0.119690928,1.43E-02
Svenningsen 2014,Functional performance  (Healthcare dependency (Barthel Index) ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,95.11,12.28,126,95.69,12.27,114,Negative,,,,,,,-4.71E-02,0.128871292,1.66E-02
Suraarunsumrit 2022,Functional performance  (ADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,87.63,19.95,26,93.69,12.68,247,Negative,,,,,,,-0.447135198,0.206497231,4.26E-02
Suraarunsumrit 2022,Functional performance  (IADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,5.1,2.42,26,6.33,1.89,247,Negative,,,,,,,-0.630655326,0.207372541,4.30E-02
Shi 2019_2,Functional decline (ADL),36 month,"Independent groups (means, SD's)",,,,,,,,,,,40,17.04,20,27,12.59,68,Negative,,,,,,,-0.940734659,0.261929869,6.86E-02
Shi 2019,Functional performance  (functional status SAVR) ,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,34,,,32,Negative,,,-1.1,-2.7,0.6,,-0.324162921,0.245028361,6.00E-02
Shi 2019,Functional performance  (functional status SAVR) ,9 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,34,,,32,Negative,,,-1.5,-3.2,0.2,,-0.429039161,0.246246482,6.06E-02
Shi 2019,Functional performance  (functional status TAVR) ,1 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,28,,,77,Negative,,,-5.2,-7.2,-3.2,,-1.129646395,0.232528701,5.41E-02
Shi 2019,Functional performance  (functional status TAVR) ,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,20,,,63,Negative,,,-4.1,-6.4,-1.8,,-0.90186569,0.263732479,6.96E-02
Shi 2019,Functional performance  (functional status TAVR),3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,23,,,72,Negative,,,-5.1,-7.4,-2.9,,-1.069372734,0.249923702,0.062461857
Shi 2019,Functional performance  (functional status TAVR) ,6 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,21,,,66,Negative,,,-3.7,-6,-1.5,,-0.81191712,0.255837947,6.55E-02
Shi 2019,Functional performance  (functional status TAVR) ,9 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,19,,,63,Negative,,,-4.8,-7.2,-2.5,,-1.053893056,0.272019612,7.40E-02
Shi 2019,Functional performance  (lfunctional status SAVR) ,1 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,34,,,35,Negative,,,-3,-4.9,-1,,-0.731126841,0.246091539,6.06E-02
Shi 2019,Functional performance  (lfunctional status SAVR) ,6 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,35,,,30,Negative,,,-1.8,-3.5,-0.2,,-0.535917635,0.250286037,6.26E-02
Shi 2019,Functional performance  (lower functional status SAVR) ,3 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,32,,,32,Negative,,,-2.1,-3.9,-0.3,,-0.575951982,0.252155843,6.36E-02
Sheng 2006,Functional performance  (ADL dependency) ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,63.1,40.5,39,98.8,30.8,117,Negative,,,,,,,-1.06187122,0.19356992,0.037469314
Sheng 2006,Functional performance  (ADL dependency) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,70.9,41.8,39,102.7,28.2,117,Negative,,,,,,,-0.985946579,0.192278395,0.036970981
Sheng 2006,Functional performance  (ADL dependency) ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,72.1,42,39,100.8,30.2,117,Negative,,,,,,,-0.852532035,0.1902231,3.62E-02
Rudolph 2010,Functional performance  (IADL),1 month,"Independent groups (means, SD's)",,,,,,,,,,,11,3.6,74,11.8,3,105,Negative,,,,,,,-0.244292889,0.151686952,2.30E-02
Rudolph 2010,Functional performance  (IADL) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,12.4,3.6,78,12.6,3.1,100,Negative,,,,,,,-5.98E-02,0.150453372,2.26E-02
Pasinska 2019,Functional performance  (Disability) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,3,2.23,164,1,1.48,518,Negative,,,,,,,-1.181861078,9.50E-02,9.03E-03
Pasinska 2019,Functional performance  (Disability) ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,4,1.48,164,1,2.23,518,Negative,,,,,,,-1.444138732,9.77E-02,9.54E-03
Pasinska 2019,Functional performance  (IADL performance ) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,9,6.67,164,27,11.12,518,Negative,,,,,,,-1.757378989,0.101363534,1.03E-02
Pasinska 2019,Functional performance  (IADL performance ) ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,10,7.4,164,27,8.89,518,Negative,,,,,,,-1.984598255,0.104393084,1.09E-02
Oldenbeuving 2011,Functional performance  (ADL decline),1 month,"Independent groups (means, SD's)",,,,,,,,,,,7.8832,4.3014,62,19.6159,3.3317,465,Negative,,,,,,,-3.387714149,0.170634043,2.91E-02
Neufeld 2015,Functional performance  (ADLs),18 month,"Independent groups (means, SD's)",,,,,,,,,,,5.6446,0.7721,36,5.6457,0.7658,45,Negative,,,,,,,-1.42E-03,0.221477237,4.91E-02
Neufeld 2015,Functional performance  (IADLs),18 month,"Independent groups (means, SD's)",,,,,,,,,,,7.2892,1.5442,36,7.6457,0.7658,45,Negative,,,,,,,-0.30024808,0.222729946,4.96E-02
Murray 1993,Functional performance  (Physical dysfunction: community) ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,4.39,1.93,31,1.45,1.72,130,Negative,,,,,,,-1.661109306,0.219415098,4.81E-02
Murray 1993,Functional performance  (Physical dysfunction: community),6 month,"Independent groups (means, SD's)",,,,,,,,,,,4.42,2.16,34,1.5,1.93,38,Negative,,,,,,,-1.414830621,0.261603836,0.068436567
Murray 1993,Functional performance  (Physical dysfunction: nursing home) ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,4.97,1.61,31,3.63,1.61,130,Negative,,,,,,,-0.828366019,0.204217545,4.17E-02
Murray 1993,Functional performance  (Physical dysfunction: nursing home) ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,4.97,1.8,34,3.83,2.31,35,Negative,,,,,,,-0.543346531,0.24254244,5.88E-02
Monacelli 2018,Functional performance  (ADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,5.08,0.27,85,4.39,0.15,133,Positive,,,,,,,3.351164126,0.211913281,4.49E-02
Monacelli 2018,Functional performance  (Barthel index),3 month,"Independent groups (means, SD's)",,,,,,,,,,,84.17,3.64,85,75.85,2.04,133,Positive,,,,,,,2.988707879,0.199089843,3.96E-02
Monacelli 2018,Functional performance  (Hand-grip strength),3 month,"Independent groups (means, SD's)",,,,,,,,,,,12.29,1.63,85,14.62,0.91,133,Negative,,,,,,,-1.871466002,0.164871649,2.72E-02
Monacelli 2018,Functional performance  (IADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,4.5,0.5,85,3.72,0.27,133,Positive,,,,,,,2.064365939,0.170070559,2.89E-02
Miyamoto 2021,Functional performance  (Barthel Index score) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,83.1334,37.2469,22,98.2335,3.7995,59,Negative,,,,,,,-0.767865034,0.254676904,6.49E-02
Miyamoto 2021,Functional performance  (Barthel Index score) ,3 month,"Independent groups (means, SD's)",,,,,,,,,,,81.5405,33.2845,22,94.7004,11.3985,59,Negative,,,,,,,-0.660130484,0.252805594,6.39E-02
McCusker 2001,Functional performance  (Barthel index) ,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,220,,,95,Negative,,,-13.89,-28.49,0.7,,-0.229333867,0.122813081,1.51E-02
McCusker 2001,Functional performance  (Barthel index) ,6 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,220,,,95,Negative,,,-12.17,-25.3,0.95,,-0.223440201,0.122795835,1.51E-02
McCusker 2001,Functional performance  (IADL) ,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,220,,,95,Negative,,,-0.42,-0.68,-0.14,,-0.374848324,0.123379918,1.52E-02
McCusker 2001,Functional performance  (IADL) delirium only vs neither,6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,220,,,95,Negative,,0.87,,,,2,-2.01E-02,0.122475341,1.50E-02
McCusker 2001,Functional performance  IADL (delirium & dementia vs dementia only),6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,220,,,95,Negative,,0.51,,,,2,-8.08E-02,0.122515014,1.50E-02
Liang 2014,Functional performance  (IADL) ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,4.4,1.154469575,17,5.2,1.156070932,165,Negative,,,,,,,-0.689196527,0.25622009,6.56E-02
Liang 2014,Functional performance  (IADL),12 month,"Independent groups (means, SD's)",,,,,,,,,,,4,1.360624856,17,5.6,1.284523258,165,Negative,,,,,,,-1.233729582,0.261773517,6.85E-02
Liang 2014,Functional performance  (IADL) ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,4.3,1.360624856,17,5.5,1.284523258,165,Negative,,,,,,,-0.925297186,0.258255572,6.67E-02
Liang 2014,Functional performance  (ADL) ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,83,11.62715786,17,92.7,11.30380467,165,Negative,,,,,,,-0.852342244,0.257564858,6.63E-02
Liang 2014,Functional performance (ADL),12 month,"Independent groups (means, SD's)",,,,,,,,,,,86.4,13.11147589,17,95.2,12.84523258,165,Negative,,,,,,,-0.680954189,0.256159539,6.56E-02
Liang 2014,Functional performance (ADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,84.5,11.42100258,17,94.4,11.17535234,165,Negative,,,,,,,-0.880444319,0.257824423,6.65E-02
Liang 2014,Functional performance  (ADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,4.4,1.154469575,17,5.5,1.156070932,165,Negative,,,,,,,-0.947645224,0.258478106,0.066810931
Liang 2014,Functional performance (IADL),6 month,"Independent groups (means, SD's)",,,,,,,,,,,86.9,12.61670321,17,94.6,12.33142328,165,Negative,,,,,,,-0.620526191,0.255737461,6.54E-02
Jankowski 2011,Functional performance  (ADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,11.3,0.9,37,11.7,0.9,33,Negative,,,,,,,-0.439524395,0.239682398,5.74E-02
Jankowski 2011,Functional performance  (ADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,12.8,1.6,37,12.9,2.1,33,Negative,,,,,,,-5.34E-02,0.236829359,0.056088145
Humbert 2021,Functional performance  (IADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,5.4837,0.8624,15,5.8467,0.4301,62,Negative,,,,,,,-0.668134269,0.289898784,8.40E-02
Humbert 2021,Functional performance  (ADL),3 month,"Independent groups (means, SD's)",,,,,,,,,,,6.1396,2.0122,15,7.5401,1.2904,62,Negative,,,,,,,-0.954445109,0.295055829,0.087057942
Hshieh 2017,Functional performance  (IADL dependency) ,1 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,135,,,431,Negative,,,-0.4,-0.8,,,-0.193466425,9.87E-02,9.73E-03
Hshieh 2017,Functional performance  (IADL dependency) ,18 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,135,,,431,Negative,,,-0.2,,0.05,,-0.15477314,9.86E-02,9.72E-03
Hshieh 2017,Functional performance  (Physical function) ,1 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,135,,,431,Negative,,,-1.5,-3.3,0.2,,-0.165828364,0.098620586,9.73E-03
Hshieh 2017,Functional performance  (Physical function) ,18 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,135,,,431,Negative,,,-1.8,-3.2,-0.3,,-0.240165217,9.88E-02,9.75E-03
Hoogma 2023,Functional performance  (IADL),6 month,"Independent groups (means, SD's)",,,,,,,,,,,9,3.9,93,10.8,3.2,157,Negative,,,,,,,-0.516244757,0.13248254,1.76E-02
Giroux 2021,Functional performance ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,22.1,3.8,69,24.4,2.3,310,Negative,,,,,,,-0.871305059,0.136563656,1.86E-02
Eide 2016,Functional performance  (ADL SAVR) ,1 month,"Independent groups (difference, p)",,,,,,,,,,,,,48,,,25,Auto,,,0,,,,0,0.244029541,5.96E-02
Eide 2016,Functional performance  (ADL SAVR) ,6 month,"Independent groups (difference, p)",,,,,,,,,,,,,48,,,25,Negative,,,-0.3,,,,-9.44E-02,0.244154598,5.96E-02
Eide 2016,Functional performance  (ADL TAVI),1 month,"Independent groups (difference, p)",,,,,,,,,,,,,28,,,35,Negative,,,-3.1,,,,-0.865761922,0.262024752,6.87E-02
Eide 2016,Functional performance  (ADL TAVI) ,6 month,"Independent groups (difference, p)",,,,,,,,,,,,,28,,,35,Negative,,,-1.6,,,,-0.418249808,0.253172999,6.41E-02
Eide 2016,Functional performance  (IADL SAVR),1 month,"Independent groups (difference, p)",,,,,,,,,,,,,48,,,25,Negative,,,-9.4,,,,-0.466419277,0.247063685,0.061040464
Eide 2016,Functional performance  (IADL SAVR) ,6 month,"Independent groups (difference, p)",,,,,,,,,,,,,48,,,25,Negative,,,-3,,,,-0.128545773,0.244261325,5.97E-02
Eide 2016,Functional performance  (IADL TAVI) ,1 month,"Independent groups (difference, p)",,,,,,,,,,,,,28,,,35,Negative,,,-10.5,,,,-0.729394248,0.258709412,0.06693056
Eide 2016,Functional performance  (IADL TAVI) ,6 month,"Independent groups (difference, p)",,,,,,,,,,,,,28,,,35,Negative,,,-2.3,,,,-0.169915564,0.250873171,6.29E-02
Eeles 2012,Functional performance (Frailty),60 month,"Independent groups (means, SD's)",,,,,,,,,,,0.33,0.14,102,0.18,0.11,171,Negative,,,,,,,-1.225641183,0.135338672,1.83E-02
Decrane 2012,Functional performance (Fall (hyperactive)),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,14,,,250,Negative,,0.798,,,,2,-7.02E-02,0.273872705,0.075006258
Decrane 2012,Functional performance (Fall (hypoactive)),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,33,,,250,Negative,,0.103,,,,2,-0.302159325,0.18515212,3.43E-02
Decrane 2012,Functional performance (Fall (mixed)),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,23,,,250,Negative,,0.764,,,,2,-6.53E-02,0.217309453,4.72E-02
Cole 2008,Functional performance  (ADL),12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,83,,,87,Negative,,,-3.4,-13.1,6.2,,-0.106247623,0.152858118,2.34E-02
Cole 2008,Functional performance  (ADL),2 month,"Independent groups (means, SD's)",,,,,,,,,,,79.3,23.2,83,79.9,22.2,87,Negative,,,,,,,-2.63E-02,0.152756146,2.33E-02
Cole 2008,Functional performance  (ADL) ,6 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,83,,,87,Negative,,,-3.1,-10.2,4.1,,-0.130744453,0.152913961,2.34E-02
Cole 2008,Functional performance  (IADL) ,2 month,"Independent groups (means, SD's)",,,,,,,,,,,8.3,3.6,83,8.1,3.5,87,Positive,,,,,,,5.61E-02,0.152779772,2.33E-02
Cole 2008,Functional performance  (IADL)  ,6 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,83,,,87,Negative,,,0.02,-1.1,1.2,,-5.24E-03,0.152749741,2.33E-02
Cole 2008,Functional performance  (IADL) ,12 month,"Raw difference (indep groups), CI",,,,,,,,,,,,,83,,,87,Positive,,,0.3,-0.9,1.4,,0.078666719,0.152809044,0.023350604
Chan 2017,Functional performance  (functional status disability) ,1 month,"Independent groups (means, SD's)",,,,,,,,,,,63.1,40.5,39,98.8,30.8,117,Negative,,,,,,,-1.06187122,0.19356992,0.037469314
Chan 2017,Functional performance  (functional status disability) ,12 month,"Independent groups (means, SD's)",,,,,,,,,,,70.9,41.8,39,102.7,28.2,117,Negative,,,,,,,-0.985946579,0.192278395,0.036970981
Chan 2017,Functional performance  (functional status disability) ,6 month,"Independent groups (means, SD's)",,,,,,,,,,,72.1,42,39,100.8,30.2,117,Negative,,,,,,,-0.852532035,0.1902231,3.62E-02
Cartei 2022,Functional performance (Disability in ADLs ),12 month,"Hedges's g, SE",,,,,,,,,,0.458,,,193,,,194,Negative,,,,,,,-0.7498,0.458,0.209764
Vida 2006,Functional change (ADL dementia),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,60,,,72,Negative,,0.809,,,,2,-4.21E-02,0.17381037,3.02E-02
Vida 2006,Functional change (ADL no dementia),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,41,,,86,Negative,,0.259,,,,2,-0.21390577,0.189120356,3.58E-02
Vida 2006,Functional change (ADL dementia),18 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,60,,,72,Negative,,0.808,,,,2,-4.23E-02,0.173810577,3.02E-02
Vida 2006,Functional change (ADL no dementia),18 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,41,,,86,Negative,,0.902,,,,2,-2.33E-02,0.18864915,3.56E-02
Vida 2006,Functional change (ADL dementia),6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,60,,,72,Negative,,0.95,,,,2,-1.09E-02,0.173792361,3.02E-02
Vida 2006,Functional change (ADL no dementia),6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,41,,,86,Negative,,0.065,,,,2,-0.351189622,0.189926134,3.61E-02
Vida 2006,Functional change (BADL dementia),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,60,,,72,Negative,,0.904,,,,2,-2.10E-02,0.173795868,3.02E-02
Vida 2006,Functional change (BADL no dementia),12 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,41,,,86,Negative,,0.195,,,,2,-0.245785816,0.189272835,3.58E-02
Vida 2006,Functional change (BADL dementia),18 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,60,,,72,Negative,,0.732,,,,2,-5.96E-02,0.173829827,3.02E-02
Vida 2006,Functional change (BADL no dementia),18 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,41,,,86,Negative,,0.373,,,,2,-0.168661432,0.188940106,3.57E-02
Vida 2006,Functional change (BADL  dementia),6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,60,,,72,Negative,,0.727,,,,2,-6.08E-02,0.173831349,3.02E-02
Vida 2006,Functional change (BADL no dementia),6 month,"Independent groups (Sample size, p)",,,,,,,,,,,,,41,,,86,Negative,,0.207,,,,2,-0.239281941,0.189240021,3.58E-02
